clientnum,attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,naive_bayes_classifier_attrition_flag_card_category_contacts_count_12_mon_dependent_count_education_level_months_inactive_12_mon_1,naive_bayes_classifier_attrition_flag_card_category_contacts_count_12_mon_dependent_count_education_level_months_inactive_12_mon_2,log_credit_limit,log_total_trans_amt,log_avg_utilization_ratio,log_total_trans_ct
771073908,-1.0,62,M,0,Unknown,Married,$40K - $60K,Blue,48,4,1,2,1438.3,0,1438.3,0.425,1406,27,0.5,0.0,5.1951e-05,0.99995,7.271912163268625,7.249215057114389,0.0,3.332204510175204
718174908,-1.0,53,F,3,Uneducated,Married,Less than $40K,Blue,36,4,3,2,4224.0,2417,1807.0,0.522,1458,29,1.071,0.572,0.00019191,0.99981,8.348774539791274,7.285506548522785,0.4523486940070148,3.4011973816621555
709550958,-1.0,51,M,3,Graduate,Married,$60K - $80K,Blue,32,3,1,4,7133.0,0,7133.0,0.612,2689,62,0.59,0.0,0.00016399,0.99984,8.872627365918836,7.897296472595885,0.0,4.143134726391533
720411183,-1.0,34,F,1,High School,Single,Unknown,Blue,22,6,1,0,10253.0,1857,8396.0,1.193,3042,66,0.941,0.181,1.8538e-05,0.99998,9.235423152343646,8.02059914989697,0.16636153721522523,4.204692619390966
720776508,-1.0,44,F,2,Doctorate,Single,$40K - $60K,Blue,25,4,3,2,4210.0,0,4210.0,1.224,4248,65,0.857,0.0,0.00026028,0.99974,8.345455428161928,8.354438940114811,0.0,4.189654742026425
755615208,-1.0,49,M,3,High School,Single,$120K +,Blue,42,5,3,2,12630.0,1822,10808.0,0.947,4084,66,0.571,0.144,0.00018145,0.99982,9.443909388773974,8.315077007294104,0.13453089295760615,4.204692619390966
708147108,-1.0,26,M,0,Graduate,Divorced,Unknown,Blue,36,6,1,3,21084.0,2517,18567.0,0.763,2309,71,0.543,0.119,7.9494e-05,0.99992,9.95631716618066,7.745002803515839,0.11243542932978817,4.276666119016055
827476983,-1.0,56,F,2,College,Single,Less than $40K,Blue,52,3,5,1,3639.0,2178,1461.0,0.451,1865,42,0.5,0.599,0.99158,0.00842,8.199738960630786,7.531552381407289,0.46937843385181716,3.7612001156935624
708563433,-1.0,65,F,0,High School,Single,Unknown,Blue,56,3,6,3,5894.0,477,5417.0,1.015,1616,32,0.455,0.081,0.99501,0.00499338,8.68185981297147,7.388327859577107,0.07788653865707124,3.4965075614664802
772277508,-1.0,65,F,1,Unknown,Single,Less than $40K,Blue,54,4,2,2,2209.0,0,2209.0,1.299,3292,52,0.857,0.0,0.00011743,0.99988,7.700747794511798,8.099554282376364,0.0,3.970291913552122
712515558,-1.0,35,M,1,College,Single,$60K - $80K,Blue,26,3,2,3,23447.0,1515,21932.0,0.622,2834,77,0.638,0.065,0.0001747,0.99983,10.062540482390729,7.949797216161852,0.06297479916138844,4.356708826689592
719342808,-1.0,48,M,3,Graduate,Single,$80K - $120K,Blue,30,4,2,3,4180.0,688,3492.0,0.747,3750,76,0.727,0.165,0.00019864,0.9998,8.338305731356565,8.229777750081887,0.1527210870176639,4.343805421853684
788957358,-1.0,53,F,1,Graduate,Single,$40K - $60K,Blue,39,3,3,2,4930.0,2227,2703.0,0.801,4224,77,0.791,0.452,0.00016883,0.99983,8.503297086224126,8.348774539791274,0.3729419164026044,4.356708826689592
778386033,-1.0,38,M,3,Uneducated,Married,$60K - $80K,Blue,18,6,3,4,3417.0,1749,1668.0,0.57,2068,34,0.619,0.512,0.00055052,0.99945,8.136810863675537,7.634820677745543,0.4134332777573413,3.5553480614894135
820060758,-1.0,50,F,1,College,Single,Less than $40K,Blue,45,4,2,4,4785.0,1965,2820.0,0.8,3651,59,0.553,0.411,0.00029801,0.9997,8.47345026846832,8.20303024171486,0.3442986728706769,4.0943445622221
713271708,-1.0,46,M,3,Uneducated,Married,Less than $40K,Silver,33,5,2,2,12685.0,0,12685.0,0.674,4454,74,0.574,0.0,0.00010973,0.99989,9.448254302193842,8.40178233990491,0.0,4.31748811353631
720555483,-1.0,48,M,3,Graduate,Single,$80K - $120K,Blue,35,3,3,3,21374.0,0,21374.0,0.631,4100,79,0.681,0.0,0.0003139,0.99969,9.969977293804961,8.31898612539206,0.0,4.382026634673881
709405758,-1.0,36,M,2,Graduate,Married,$60K - $80K,Blue,28,4,3,2,1911.0,1217,694.0,0.363,1965,49,0.256,0.637,0.00017987,0.99982,7.555905093611346,7.583756300707112,0.49286529838899784,3.912023005428146
769463433,-1.0,41,F,2,Post-Graduate,Single,Less than $40K,Blue,35,6,3,2,8666.0,0,8666.0,0.682,3593,71,0.578,0.0,0.00021165,0.99979,9.067277989134345,8.187021067343505,0.0,4.276666119016055
786087633,-1.0,60,M,0,Unknown,Married,$60K - $80K,Blue,54,4,1,0,2759.0,2501,258.0,0.505,1650,34,0.7,0.906,1.9163e-05,0.99998,7.9229859587111955,7.409136443920128,0.6450068052320104,3.5553480614894135
738627708,-1.0,49,F,2,Unknown,Single,Unknown,Blue,41,5,3,4,5984.0,0,5984.0,0.551,1838,42,0.556,0.0,0.99824,0.00175907,8.697011617992073,7.516977224604321,0.0,3.7612001156935624
719527833,-1.0,45,F,4,High School,Unknown,Unknown,Blue,36,6,3,3,23000.0,1097,21903.0,1.095,3886,70,0.667,0.048,0.00030842,0.99969,10.043292972227004,8.265392930852224,0.046883585898850416,4.2626798770413155
715921758,-1.0,36,M,2,College,Single,$60K - $80K,Blue,25,5,3,2,1438.3,0,1438.3,0.579,2882,68,0.619,0.0,0.00017488,0.99983,7.271912163268625,7.9665866976384025,0.0,4.23410650459726
717280158,-1.0,49,M,3,Graduate,Married,Less than $40K,Blue,36,3,3,5,2976.0,1817,1159.0,0.739,3332,60,0.667,0.611,0.00092621,0.99907,7.998671361015776,8.11162807830774,0.47685510419483734,4.110873864173311
806637558,-1.0,58,M,1,High School,Married,$60K - $80K,Blue,53,5,2,5,1438.3,0,1438.3,0.425,1539,40,0.6,0.0,0.00051556,0.99948,7.271912163268625,7.3395376954076745,0.0,3.713572066704308
714828708,-1.0,46,M,0,High School,Divorced,$80K - $120K,Blue,36,3,1,4,16099.0,0,16099.0,0.562,3656,88,0.76,0.0,0.00013184,0.99987,9.686574550972555,8.204398418149381,0.0,4.48863636973214
711989358,-1.0,50,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,1,19595.0,1187,18408.0,0.875,3811,62,0.824,0.061,6.864e-05,0.99993,9.883080742758466,8.245909264774093,0.05921185963184609,4.143134726391533
720188508,-1.0,43,M,4,Graduate,Single,$60K - $80K,Blue,25,3,2,4,13193.0,1749,11444.0,0.671,4071,64,0.73,0.133,0.00034248,0.99966,9.487517459782817,8.311889558230359,0.12486898204586927,4.174387269895637
719528958,-1.0,57,F,3,College,Single,$40K - $60K,Blue,36,3,1,3,8184.0,1508,6676.0,0.789,4134,71,0.821,0.184,9.3457e-05,0.99991,9.010058489805235,8.327242607457793,0.16889853646181394,4.276666119016055
713110908,-1.0,30,M,1,Unknown,Married,Less than $40K,Blue,13,3,6,5,2607.0,1966,641.0,0.65,1719,45,0.607,0.754,0.0007271,0.99927,7.866338923046544,7.450079569807499,0.5618988939499913,3.828641396489095
721179708,-1.0,48,F,2,Unknown,Married,Less than $40K,Blue,37,4,2,3,5758.0,0,5758.0,0.433,4422,76,0.407,0.0,0.00021042,0.99979,8.658519127506672,8.394573477868327,0.0,4.343805421853684
711443808,-1.0,46,M,2,Unknown,Divorced,$60K - $80K,Blue,37,6,1,1,2695.0,1657,1038.0,0.813,4068,53,0.963,0.615,3.6508e-05,0.99996,7.899524472032198,8.31115254800169,0.47933495667461984,3.9889840465642745
778952058,-1.0,46,M,3,College,Married,$80K - $120K,Blue,32,4,2,5,20860.0,1496,19364.0,0.816,3435,56,0.697,0.072,0.00056998,0.99943,9.945636666044287,8.142063283104147,0.06952606264861023,4.04305126783455
713642133,-1.0,45,M,4,Unknown,Married,$40K - $60K,Blue,30,6,3,3,1892.0,1049,843.0,1.122,4558,60,1.609,0.554,0.00034872,0.99965,7.545918151209323,8.424858580213442,0.4408322519454557,4.110873864173311
772758783,-1.0,43,M,1,Unknown,Married,$80K - $120K,Blue,33,5,1,5,21165.0,735,20430.0,0.624,3343,60,0.667,0.035,0.00028213,0.99972,9.96015139965367,8.114922974204593,0.0344014267173324,4.110873864173311
788959758,-1.0,47,F,4,Uneducated,Single,$40K - $60K,Blue,33,3,2,1,9148.0,561,8587.0,0.774,3451,59,0.967,0.061,7.4017e-05,0.99993,9.121399862679535,8.146709052203319,0.05921185963184609,4.0943445622221
716878533,-1.0,55,M,2,Unknown,Married,$80K - $120K,Blue,46,4,1,1,10979.0,1889,9090.0,0.475,1425,33,0.5,0.172,3.6508e-05,0.99996,9.30383071506352,7.262628600974241,0.15871169115482087,3.5263605246161616
713267133,-1.0,41,F,5,Post-Graduate,Married,Less than $40K,Blue,33,3,1,2,6519.0,851,5668.0,0.679,3088,65,0.711,0.131,6.6908e-05,0.99993,8.782629654920699,8.035602692918582,0.1231021971339834,4.189654742026425
716263533,-1.0,44,M,5,High School,Married,$80K - $120K,Blue,36,3,2,2,2509.0,1464,1045.0,1.25,3166,72,0.946,0.583,0.00011423,0.99989,7.828038032125829,8.06054004653864,0.4593217808988751,4.290459441148391
719026383,-1.0,35,F,2,Uneducated,Married,Less than $40K,Blue,36,3,1,3,2664.0,0,2664.0,1.071,3135,59,0.903,0.0,9.5249e-05,0.9999,7.887959336599945,8.0507033814703,0.0,4.0943445622221
821755233,-1.0,40,F,2,Unknown,Married,Unknown,Blue,28,5,5,2,14999.0,1123,13876.0,0.539,3441,69,0.468,0.075,0.00022083,0.99978,9.615805480084347,8.143807976771484,0.07232066157962612,4.248495242049359
709683633,-1.0,32,F,1,High School,Single,Less than $40K,Silver,13,4,1,2,10332.0,948,9384.0,0.843,2914,67,0.763,0.092,4.541e-05,0.99995,9.243097936214355,7.977625098784593,0.0880108773227133,4.219507705176107
714318033,-1.0,50,M,4,Unknown,Married,$60K - $80K,Blue,36,5,1,4,10226.0,1638,8588.0,1.053,3321,57,1.036,0.16,0.00018218,0.99982,9.232786560806012,8.10832229017324,0.1484200051182733,4.060443010546419
828291858,-1.0,38,M,3,College,Single,$60K - $80K,Blue,34,6,3,4,12050.0,1821,10229.0,0.63,2381,40,0.481,0.151,0.99808,0.0019163,9.396902923027392,7.775695749915245,0.1406311297397456,3.713572066704308
787605558,-1.0,48,F,3,Graduate,Divorced,Less than $40K,Blue,31,6,2,2,9816.0,0,9816.0,0.673,3489,81,0.528,0.0,0.00011811,0.99988,9.191870855692521,8.157657015196472,0.0,4.406719247264253
771534408,-1.0,52,F,2,College,Single,Less than $40K,Blue,40,4,3,3,2783.0,2379,404.0,0.912,3897,74,1.0,0.855,0.00029411,0.99971,7.931644021454311,8.268218880067506,0.6178846960593984,4.31748811353631
716219808,-1.0,49,M,3,Graduate,Unknown,$60K - $80K,Blue,36,5,2,3,15942.0,0,15942.0,0.723,1742,41,0.323,0.0,0.00019864,0.9998,9.676775140407365,7.463363045520021,0.0,3.7376696182833684
715690908,-1.0,46,F,3,Graduate,Single,Less than $40K,Silver,39,4,3,2,12222.0,1260,10962.0,1.138,3418,78,0.733,0.103,0.00016865,0.99983,9.411074701777263,8.137103389639302,0.09803374027136541,4.3694478524670215
789125733,-1.0,38,F,4,Doctorate,Married,Less than $40K,Blue,26,4,2,4,4002.0,1402,2600.0,0.579,2114,53,0.514,0.35,0.00049554,0.9995,8.294799358992574,7.656810091480378,0.3001045924503381,3.9889840465642745
709695333,-1.0,48,M,2,High School,Single,$80K - $120K,Blue,36,3,2,4,10227.0,1695,8532.0,0.875,3577,82,0.783,0.166,0.00031746,0.99968,9.232884336411077,8.182559264068665,0.15357908792830066,4.418840607796598
712233183,-1.0,45,F,2,Graduate,Single,Less than $40K,Blue,34,3,3,1,4265.0,1622,2643.0,0.708,3244,62,0.879,0.38,0.00010848,0.99989,8.358431899031295,8.08487062913819,0.3220834991691133,4.143134726391533
716645883,-1.0,47,M,2,Unknown,Unknown,$60K - $80K,Blue,36,3,2,2,13867.0,0,13867.0,0.659,4297,68,0.744,0.0,0.00012511,0.99987,9.537339306804913,8.365905077202456,0.0,4.23410650459726
711762408,-1.0,43,M,2,Doctorate,Divorced,$40K - $60K,Blue,34,4,1,2,2243.0,0,2243.0,0.697,4023,63,0.75,0.0,7.9702e-05,0.99992,7.716015266642587,8.300031711779575,0.0,4.1588830833596715
818305008,-1.0,41,F,2,Graduate,Married,$40K - $60K,Blue,36,6,1,3,11239.0,1375,9864.0,0.94,3978,89,0.78,0.122,9.2637e-05,0.99991,9.327234123447681,8.288785810426928,0.11511280710050457,4.499809670330265
788159433,-1.0,53,M,2,Unknown,Single,$60K - $80K,Blue,45,5,1,2,22558.0,818,21740.0,0.987,3855,70,0.591,0.036,6.054e-05,0.99994,10.023889378388423,8.257385655730436,0.03536714383729131,4.2626798770413155
708112008,-1.0,56,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,3,23510.0,1049,22461.0,0.438,1661,35,0.296,0.045,0.00019143,0.99981,10.065223675720974,7.415776975415394,0.04401688541677433,3.58351893845611
714731208,-1.0,63,F,0,Uneducated,Unknown,$40K - $60K,Blue,55,6,2,2,1651.0,1433,218.0,0.985,4050,58,0.611,0.868,0.00010043,0.9999,7.409741954080923,8.30671904320269,0.6248683398066509,4.07753744390572
710006958,-1.0,53,F,1,High School,Single,Less than $40K,Blue,41,6,2,2,8693.0,796,7897.0,0.864,4755,69,0.533,0.092,0.00010386,0.9999,9.070388411548738,8.467162257810672,0.0880108773227133,4.248495242049359
815062383,-1.0,35,F,2,High School,Married,Less than $40K,Blue,30,3,3,1,4549.0,1193,3356.0,0.445,1914,33,0.5,0.262,0.00010545,0.99989,8.422882511944996,7.557472901614746,0.23269776411902143,3.5263605246161616
778447908,-1.0,51,M,2,College,Married,$80K - $120K,Blue,33,3,1,2,3558.0,0,3558.0,0.57,4136,65,0.912,0.0,5.3547e-05,0.99995,8.177234885510194,8.327726166461412,0.0,4.189654742026425
720725058,-1.0,51,F,1,Graduate,Single,Less than $40K,Blue,37,1,3,4,7176.0,0,7176.0,0.45,1375,33,0.65,0.0,0.99794,0.00205937,8.878636747430072,7.226936018493289,0.0,3.5263605246161616
708582858,-1.0,38,M,3,Graduate,Single,$60K - $80K,Blue,25,3,3,4,18293.0,0,18293.0,0.571,2958,63,0.432,0.0,0.00053543,0.99946,9.81432841621631,7.99260665240021,0.0,4.1588830833596715
779833908,-1.0,40,F,2,Graduate,Divorced,Unknown,Blue,23,6,2,1,18332.0,1376,16956.0,0.6,4095,67,0.675,0.075,6.864e-05,0.99993,9.816457993563025,8.317766166719343,0.07232066157962612,4.219507705176107
818687958,-1.0,48,M,2,Graduate,Divorced,$80K - $120K,Blue,43,5,3,2,6383.0,1436,4947.0,0.845,4462,88,0.66,0.225,0.00017987,0.99982,8.761550139129644,8.40357646462927,0.20294084399669032,4.48863636973214
708714108,-1.0,42,F,3,High School,Single,Less than $40K,Silver,31,5,2,3,13441.0,2517,10924.0,0.734,1894,49,0.633,0.187,0.00017449,0.99983,9.506139412529912,7.546974117516527,0.17142911562753096,3.912023005428146
754872333,-1.0,50,M,2,Graduate,Married,$120K +,Blue,43,3,1,3,20114.0,0,20114.0,0.82,4740,88,0.796,0.0,9.2637e-05,0.99991,9.909221084383889,8.464003362902119,0.0,4.48863636973214
718637208,-1.0,54,F,2,Graduate,Single,Less than $40K,Blue,43,3,2,1,2019.0,1387,632.0,0.56,1689,36,0.714,0.687,6.864e-05,0.99993,7.61085279039525,7.432483807917119,0.5229518035638313,3.6109179126442243
711935283,-1.0,55,M,5,Post-Graduate,Single,$80K - $120K,Blue,47,3,1,4,1438.3,0,1438.3,0.414,1427,36,0.333,0.0,0.99482,0.00518,7.271912163268625,7.2640301428995295,0.0,3.6109179126442243
716950758,-1.0,46,M,4,High School,Married,$60K - $80K,Blue,36,1,3,2,8017.0,0,8017.0,0.559,1657,43,0.654,0.0,0.99458,0.00542,8.989444293202451,7.4133673356952405,0.0,3.784189633918261
716497908,-1.0,49,F,1,Doctorate,Married,Unknown,Blue,36,3,1,2,8519.0,0,8519.0,0.873,3698,65,0.625,0.0,7.4811e-05,0.99993,9.050171619823361,8.215817791832453,0.0,4.189654742026425
716037708,-1.0,50,M,0,Uneducated,Divorced,$60K - $80K,Blue,39,6,3,3,9474.0,1021,8453.0,0.557,3240,54,0.588,0.108,0.00026692,0.99973,9.156412029950626,8.083637203141548,0.10255658832509207,4.007333185232471
717804783,-1.0,40,F,3,Graduate,Single,Less than $40K,Blue,27,5,3,4,6587.0,824,5763.0,1.262,4160,70,0.842,0.125,0.00053543,0.99946,8.79300509129753,8.333510708982942,0.11778303565638346,4.2626798770413155
715338783,-1.0,32,M,1,High School,Single,$60K - $80K,Blue,36,4,2,2,2999.0,0,2999.0,0.812,3018,80,0.778,0.0,0.00010386,0.9999,8.006367567650246,8.012680929706839,0.0,4.394449154672439
779645658,-1.0,49,M,3,Graduate,Single,$60K - $80K,Blue,32,3,1,4,7154.0,1472,5682.0,1.002,3607,59,0.735,0.206,0.00016399,0.99984,8.875566691990551,8.190908881182514,0.1873090983049937,4.0943445622221
787565433,-1.0,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,43,4,2,4,4039.0,1397,2642.0,0.396,1494,36,0.286,0.346,0.00038424,0.99962,8.303999970955196,7.3098814858247865,0.29713723122253605,3.6109179126442243
717287883,-1.0,57,M,3,Graduate,Married,$80K - $120K,Blue,46,6,2,3,5516.0,2517,2999.0,0.473,1532,24,0.5,0.456,0.00019864,0.9998,8.61558951327243,7.334981878871814,0.37569294977449424,3.2188758248682006
715746633,-1.0,64,F,0,Graduate,Single,Less than $40K,Blue,54,3,1,2,5577.0,689,4888.0,0.985,4256,70,1.121,0.124,4.7263e-05,0.99995,8.626585568187433,8.356319965828153,0.11689375147149933,4.2626798770413155
720635883,-1.0,34,M,3,Unknown,Unknown,$80K - $120K,Blue,24,6,3,3,8628.0,1500,7128.0,0.688,2902,60,0.818,0.174,0.00034503,0.99965,9.062883902508307,7.97349996402463,0.1604167214059047,4.110873864173311
804437658,-1.0,42,F,3,Doctorate,Married,Less than $40K,Blue,36,4,2,1,9778.0,2154,7624.0,0.5,3413,66,0.692,0.22,0.00010307,0.9999,9.187992508312275,8.135639903354386,0.1988508587451652,4.204692619390966
780000258,-1.0,48,M,3,Uneducated,Single,$120K +,Blue,38,4,2,5,20912.0,0,20912.0,0.725,4172,84,0.787,0.0,0.00060278,0.9994,9.94812625415451,8.336390480591552,0.0,4.442651256490317
825785508,-1.0,49,M,3,High School,Single,$120K +,Blue,45,3,2,2,14699.0,1049,13650.0,0.534,4890,64,0.561,0.071,0.00011482,0.99989,9.595602772766828,8.495152060539358,0.06859279146561172,4.174387269895637
720252858,-1.0,57,M,3,College,Single,$60K - $80K,Blue,36,6,3,2,10350.0,0,10350.0,0.826,3396,63,0.8,0.0,0.00018146,0.99982,9.24483841238375,8.130647968160584,0.0,4.1588830833596715
710017758,-1.0,44,M,4,Graduate,Single,$40K - $60K,Blue,36,5,2,3,11346.0,0,11346.0,0.665,3784,67,0.457,0.0,0.00020077,0.9998,9.336708670790989,8.23880116587155,0.0,4.219507705176107
711750183,-1.0,63,F,2,Graduate,Single,Less than $40K,Gold,55,4,1,3,15987.0,1345,14642.0,0.729,3640,56,0.867,0.084,0.00010673,0.99989,9.679593719831214,8.200013648175434,0.08065790301745447,4.04305126783455
718364283,-1.0,43,M,3,Graduate,Single,$60K - $80K,Blue,30,3,2,4,19711.0,0,19711.0,1.037,3602,72,1.0,0.0,0.00033886,0.99966,9.888982866333246,8.189522110748094,0.0,4.290459441148391
711638658,-1.0,33,M,4,High School,Single,$40K - $60K,Blue,25,4,1,1,8650.0,1929,6721.0,0.777,2878,63,1.032,0.223,3.3863e-05,0.99997,9.065430200180375,7.965198290612176,0.20130685670503531,4.1588830833596715
720877083,-1.0,50,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,2,9748.0,1354,8394.0,0.893,3323,66,0.833,0.139,5.5077e-05,0.99994,9.184919994629272,8.10892415597534,0.1301506844650451,4.204692619390966
715662258,-1.0,49,F,3,Unknown,Unknown,Less than $40K,Blue,36,3,1,2,2454.0,2060,394.0,0.804,3777,75,0.596,0.839,6.282e-05,0.99994,7.805882040228621,8.236950048061455,0.609221945622184,4.330733340286331
758202858,-1.0,47,F,3,High School,Unknown,Less than $40K,Blue,40,4,2,4,4255.0,1681,2574.0,0.65,3453,72,0.5,0.395,0.00032942,0.99967,8.35608503102148,8.147288258706624,0.33289441527332897,4.290459441148391
712872183,-1.0,35,F,4,Uneducated,Single,Less than $40K,Blue,24,4,2,2,3271.0,1367,1904.0,0.704,2464,92,1.0,0.418,0.00012274,0.99988,8.093156697722637,7.80994708647679,0.34924742810993575,4.532599493153256
710014683,-1.0,31,F,0,Graduate,Single,Less than $40K,Blue,20,3,3,2,3480.0,724,2756.0,0.722,2807,65,0.806,0.208,0.00015435,0.99985,8.15507488781144,7.940227765145702,0.1889660995126232,4.189654742026425
716934333,-1.0,50,M,3,Uneducated,Single,$80K - $120K,Blue,40,3,1,4,13306.0,2458,10848.0,0.516,3556,68,0.581,0.185,0.00016861,0.99983,9.496045491543743,8.176672771948455,0.1697427745870945,4.23410650459726
778523733,-1.0,38,M,3,Graduate,Single,$80K - $120K,Blue,31,6,1,2,13637.0,0,13637.0,0.566,3625,73,0.659,0.0,5.7151e-05,0.99994,9.520615293080597,8.195885391314796,0.0,4.30406509320417
716353083,-1.0,39,M,3,Graduate,Single,$60K - $80K,Blue,29,4,2,3,6733.0,1028,5705.0,0.553,4444,72,0.565,0.153,0.00019864,0.9998,8.814924599721019,8.399535147948004,0.14236724128692196,4.290459441148391
753642933,-1.0,52,F,3,High School,Single,Less than $40K,Blue,45,3,3,0,2728.0,1365,1363.0,0.648,4293,83,0.976,0.5,6.6935e-05,0.99993,7.911690520708339,8.364973978438726,0.4054651081081644,4.430816798843313
708151008,-1.0,49,F,4,Graduate,Married,$40K - $60K,Blue,41,5,1,2,6250.0,644,5606.0,1.06,2433,41,1.158,0.103,5.7762e-05,0.99994,8.740496729931813,7.797291273547472,0.09803374027136541,3.7376696182833684
789646158,-1.0,49,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,1,3,3653.0,881,2772.0,0.846,3297,66,0.692,0.241,9.9893e-05,0.9999,8.203577736937952,8.101071503119543,0.21591750622247016,4.204692619390966
712423233,-1.0,44,M,3,High School,Divorced,$60K - $80K,Blue,36,4,3,1,22919.0,1368,21551.0,0.942,3752,71,0.919,0.06,0.00010943,0.99989,10.039765170828677,8.23031079913502,0.05826890812397577,4.276666119016055
786509358,-1.0,44,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1,4,4198.0,1782,2416.0,1.526,2051,36,1.0,0.424,0.00018025,0.99982,8.342601680684194,7.62657020629066,0.353469812989784,3.6109179126442243
711502908,-1.0,44,M,3,Graduate,Single,$60K - $80K,Blue,39,6,2,2,7532.0,0,7532.0,0.476,3550,68,0.619,0.0,0.00011811,0.99988,8.927048647825695,8.174984532943087,0.0,4.23410650459726
748617858,-1.0,35,M,5,Uneducated,Single,$60K - $80K,Blue,28,4,2,3,4587.0,1704,2883.0,0.903,2968,65,0.806,0.371,0.00020321,0.9998,8.431199478249262,7.99598047476376,0.31554040058017735,4.189654742026425
721532583,-1.0,45,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3,4,12250.0,2165,10085.0,0.641,1995,39,0.696,0.177,0.99816,0.00184351,9.41336284529417,7.59890045687141,0.16296882827813966,3.6888794541139363
789244308,-1.0,56,M,4,College,Single,$80K - $120K,Blue,41,6,1,4,17753.0,1899,15854.0,0.851,3986,64,0.73,0.107,0.00016114,0.99984,9.784366121628265,8.290794347381356,0.10165365372649983,4.174387269895637
709330383,-1.0,37,F,1,Graduate,Single,Less than $40K,Silver,19,4,3,3,12535.0,2049,10486.0,0.683,3283,74,0.609,0.163,0.00025657,0.99974,9.436359784035856,8.096817470572319,0.1510028735365274,4.31748811353631
719136183,-1.0,48,F,3,Uneducated,Married,Less than $40K,Blue,38,6,1,3,3541.0,1444,2097.0,0.664,3410,69,0.683,0.408,9.8837e-05,0.9999,8.17244681834278,8.134760782418645,0.34217025773585064,4.248495242049359
716939358,-1.0,43,F,3,Graduate,Divorced,Unknown,Blue,33,6,3,4,14622.0,0,14622.0,0.959,4632,67,0.457,0.0,0.00053543,0.99946,9.590350910611878,8.440959885416648,0.0,4.219507705176107
803776533,-1.0,46,M,2,Post-Graduate,Single,$60K - $80K,Blue,41,3,3,2,10077.0,0,10077.0,0.639,2118,52,0.576,0.0,0.00021165,0.99979,9.218110109240543,7.6586995582682995,0.0,3.970291913552122
714857508,-1.0,44,F,4,Doctorate,Married,Unknown,Blue,36,5,2,4,8667.0,1775,6892.0,0.729,3939,69,0.533,0.205,0.00049554,0.9995,9.067393362656249,8.27893600229198,0.18647956694261833,4.248495242049359
720348933,-1.0,44,M,3,Graduate,Single,$60K - $80K,Blue,31,4,3,4,12871.0,758,12113.0,0.778,3060,60,1.069,0.059,0.00053543,0.99946,9.46280968867222,8.026496938945412,0.05732506661926941,4.110873864173311
721158108,-1.0,38,M,2,Graduate,Single,$60K - $80K,Blue,30,3,2,4,2346.0,0,2346.0,0.394,3982,72,0.532,0.0,0.00032656,0.99967,7.760893195851024,8.289790583181643,0.0,4.290459441148391
789043008,-1.0,55,F,2,Post-Graduate,Divorced,Less than $40K,Blue,43,4,2,4,9919.0,0,9919.0,0.496,2058,70,0.842,0.0,0.00038424,0.99962,9.20230820027892,7.629975707027789,0.0,4.2626798770413155
713362158,-1.0,50,M,3,Unknown,Single,$120K +,Blue,33,4,1,4,17087.0,0,17087.0,0.761,3519,70,0.591,0.0,0.00018025,0.99982,9.746131741759921,8.166216268592143,0.0,4.2626798770413155
712623258,-1.0,42,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,3,5505.0,2517,2988.0,0.729,2272,42,0.448,0.457,0.99683,0.00317458,8.613593685702552,7.728855823852543,0.3763795272130678,3.7612001156935624
708494583,-1.0,49,F,3,Uneducated,Divorced,Less than $40K,Blue,36,4,1,3,1902.0,0,1902.0,0.693,3731,53,0.893,0.0,9.8837e-05,0.9999,7.551186867296149,8.224699561967235,0.0,3.9889840465642745
718394658,-1.0,31,F,0,Graduate,Single,Less than $40K,Blue,22,3,1,1,4254.0,2464,1790.0,0.764,2366,62,0.722,0.579,2.8501e-05,0.99997,8.355850041007475,7.769378609513984,0.45679173527350503,4.143134726391533
719398158,-1.0,51,M,2,Unknown,Unknown,$80K - $120K,Blue,39,6,1,3,9854.0,1886,7968.0,0.921,3912,76,0.949,0.191,0.00010183,0.9999,9.19573421958682,8.272059622210412,0.17479329037316305,4.343805421853684
711885258,-1.0,47,F,4,High School,Married,Less than $40K,Blue,31,5,3,4,7711.0,988,6723.0,0.884,2078,42,0.68,0.128,0.00052608,0.99947,8.950532836290382,7.639642287858013,0.12044615307586716,3.7612001156935624
789161358,-1.0,30,F,0,Graduate,Married,Less than $40K,Blue,19,3,1,4,3213.0,2517,696.0,1.275,2666,46,1.0,0.783,0.00013562,0.99986,8.075271546297458,7.888709524182015,0.5782973388810034,3.8501476017100584
